origin_id,origin_name,station_id,activity_start_date,activity_start_time,characteristic_name,units,sample_fraction,value_type,statistic_type,result_value_numeric,datetime
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-16,1899-12-31 12:56:00,Total dissolved solids,g/l,NA,Actual,NA,0.2888,2014-09-16T12:56:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-30,1899-12-31 13:07:00,Total dissolved solids,g/l,NA,Actual,NA,0.2998,2014-09-30T13:07:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",LPTNT,2014-09-24,1899-12-31 11:37:00,Total dissolved solids,NA,NA,NA,NA,NA,2014-09-24T11:37:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",LPTNT,2014-09-30,1899-12-31 13:44:00,Total dissolved solids,g/l,NA,Actual,NA,0.242,2014-09-30T13:44:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",LPTNT,2014-09-16,1899-12-31 11:06:00,Total dissolved solids,g/l,NA,Actual,NA,0.2853,2014-09-16T11:06:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M4,2014-09-30,1899-12-31 14:20:00,Total dissolved solids,g/l,NA,Actual,NA,0.283,2014-09-30T14:20:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M4,2014-09-24,1899-12-31 11:50:00,Total dissolved solids,g/l,NA,Actual,NA,0.2889,2014-09-24T11:50:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M4,2014-09-16,1899-12-31 12:17:00,Total dissolved solids,g/l,NA,Actual,NA,0.2843,2014-09-16T12:17:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M4,2014-09-29,1899-12-31 10:22:00,Total dissolved solids,g/l,NA,Actual,NA,0.2814,2014-09-29T10:22:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL20,2014-09-29,1899-12-31 09:18:00,Total dissolved solids,g/l,NA,Actual,NA,0.2574,2014-09-29T09:18:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL19,2014-09-29,1899-12-31 10:47:00,Total dissolved solids,g/l,NA,Actual,NA,0.2217,2014-09-29T10:47:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL16,2014-09-29,1899-12-31 11:01:00,Total dissolved solids,g/l,NA,Actual,NA,0.2415,2014-09-29T11:01:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M2,2014-09-29,1899-12-31 09:52:00,Total dissolved solids,g/l,NA,Actual,NA,0.2814,2014-09-29T09:52:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M1,2014-09-29,1899-12-31 09:46:00,Total dissolved solids,g/l,NA,Actual,NA,0.2812,2014-09-29T09:46:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL12,2014-09-29,1899-12-31 09:59:00,Total dissolved solids,g/l,NA,Actual,NA,0.2807,2014-09-29T09:59:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL6,2014-09-16,1899-12-31 12:28:00,Total dissolved solids,g/l,NA,Actual,NA,0.2411,2014-09-16T12:28:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL6,2014-09-29,1899-12-31 09:09:00,Total dissolved solids,g/l,NA,Actual,NA,0.2417,2014-09-29T09:09:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL6,2014-09-24,1899-12-31 11:03:00,Total dissolved solids,g/l,NA,Actual,NA,0.2545,2014-09-24T11:03:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL6,2014-09-30,1899-12-31 14:05:00,Total dissolved solids,g/l,NA,Actual,NA,0.239,2014-09-30T14:05:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2014-09-29,1899-12-31 09:03:00,pH,None,NA,Actual,NA,9.07,2014-09-29T09:03:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2014-09-29,1899-12-31 09:01:00,Specific conductance,mS/cm,NA,Actual,NA,0.3815,2014-09-29T09:01:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2014-09-29,1899-12-31 09:01:00,pH,None,NA,Actual,NA,9.08,2014-09-29T09:01:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2014-09-29,1899-12-31 09:03:00,Specific conductance,mS/cm,NA,Actual,NA,0.381,2014-09-29T09:03:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2014-09-29,1899-12-31 08:49:00,Specific conductance,mS/cm,NA,Actual,NA,0.3797,2014-09-29T08:49:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2014-09-29,1899-12-31 08:49:00,pH,None,NA,Actual,NA,9.06,2014-09-29T08:49:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M3,2014-09-29,1899-12-31 10:14:00,Specific conductance,mS/cm,NA,Actual,NA,0.4382,2014-09-29T10:14:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M3,2014-09-29,1899-12-31 10:14:00,pH,None,NA,Actual,NA,6.82,2014-09-29T10:14:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2014-09-29,1899-12-31 08:51:00,Specific conductance,mS/cm,NA,Actual,NA,0.389,2014-09-29T08:51:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2014-09-29,1899-12-31 08:51:00,pH,None,NA,Actual,NA,9.04,2014-09-29T08:51:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-24,1899-12-31 10:56:00,Specific conductance,mS/cm,NA,Actual,NA,0.4343,2014-09-24T10:56:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-16,1899-12-31 12:56:00,pH,None,NA,Actual,NA,7.43,2014-09-16T12:56:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL3,2014-09-29,1899-12-31 08:45:00,Specific conductance,mS/cm,NA,Actual,NA,0.3831,2014-09-29T08:45:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-30,1899-12-31 13:07:00,pH,None,NA,Actual,NA,8.71,2014-09-30T13:07:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL11,2014-09-29,1899-12-31 10:52:00,Specific conductance,deg C,NA,Actual,NA,0.3686,2014-09-29T10:52:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-16,1899-12-31 12:56:00,pH,None,NA,Actual,NA,7.43,2014-09-16T12:56:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-24,1899-12-31 10:56:00,pH,None,NA,Actual,NA,7.43,2014-09-24T10:56:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-16,1899-12-31 12:56:00,Specific conductance,mS/cm,NA,Actual,NA,0.4473,2014-09-16T12:56:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL11,2014-09-29,1899-12-31 10:52:00,pH,None,NA,Actual,NA,9.34,2014-09-29T10:52:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-16,1899-12-31 12:56:00,Specific conductance,mS/cm,NA,Actual,NA,0.4473,2014-09-16T12:56:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL3,2014-09-29,1899-12-31 08:45:00,pH,None,NA,Actual,NA,8.88,2014-09-29T08:45:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-30,1899-12-31 13:07:00,Specific conductance,mS/cm,NA,Actual,NA,0.409,2014-09-30T13:07:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",LPTNT,2014-09-24,1899-12-31 11:37:00,pH,NA,NA,NA,NA,NA,2014-09-24T11:37:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",LPTNT,2014-09-30,1899-12-31 13:44:00,pH,None,NA,Actual,NA,4.29,2014-09-30T13:44:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",LPTNT,2014-09-24,1899-12-31 11:37:00,Specific conductance,NA,NA,NA,NA,NA,2014-09-24T11:37:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",LPTNT,2014-09-30,1899-12-31 13:44:00,Specific conductance,mS/cm,NA,Actual,NA,0.3794,2014-09-30T13:44:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",LPTNT,2014-09-16,1899-12-31 11:06:00,Specific conductance,mS/cm,NA,Actual,NA,0.4452,2014-09-16T11:06:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",LPTNT,2014-09-16,1899-12-31 11:06:00,pH,None,NA,Actual,NA,9.28,2014-09-16T11:06:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL6,2014-09-24,1899-12-31 11:37:00,Fecal Coliform,MPN/100ml,NA,Calculated,MPN,240,2014-09-24T11:37:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M4,2014-09-24,1899-12-31 11:20:00,Fecal Coliform,MPN/100ml,NA,Calculated,MPN,NA,2014-09-24T11:20:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M4,2014-09-10,1899-12-31 09:00:00,Fecal Coliform,MPN/100ml,NA,Calculated,MPN,NA,2014-09-10T09:00:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",LPTNT,2014-09-24,1899-12-31 11:03:00,Fecal Coliform,MPN/100ml,NA,Calculated,MPN,23,2014-09-24T11:03:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",LPTNT,2014-09-16,1899-12-31 09:56:00,Fecal Coliform,MPN/100ml,NA,Calculated,MPN,540,2014-09-16T09:56:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",LPTNT,2014-09-10,1899-12-31 09:38:00,Fecal Coliform,MPN/100ml,NA,Calculated,MPN,NA,2014-09-10T09:38:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-10,1899-12-31 09:11:00,Fecal Coliform,MPN/100ml,NA,Calculated,MPN,49,2014-09-10T09:11:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-16,1899-12-31 08:49:00,Fecal Coliform,MPN/100ml,NA,Calculated,MPN,NA,2014-09-16T08:49:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-24,1899-12-31 10:37:00,Fecal Coliform,MPN/100ml,NA,Calculated,MPN,170,2014-09-24T10:37:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL6,2014-09-24,1899-12-31 11:03:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,20.5,2014-09-24T11:03:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL6,2014-09-16,1899-12-31 12:28:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,26.4,2014-09-16T12:28:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL6,2014-09-29,1899-12-31 09:09:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,27.1,2014-09-29T09:09:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL6,2014-09-30,1899-12-31 14:05:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,20.4,2014-09-30T14:05:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL12,2014-09-29,1899-12-31 09:59:00,Dissolved oxygen saturation,g/l,NA,Actual,NA,18.5,2014-09-29T09:59:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M1,2014-09-29,1899-12-31 09:46:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,18.6,2014-09-29T09:46:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M2,2014-09-29,1899-12-31 09:52:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,18.1,2014-09-29T09:52:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL16,2014-09-29,1899-12-31 11:01:00,Dissolved oxygen saturation,g/l,NA,Actual,NA,25.4,2014-09-29T11:01:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL19,2014-09-29,1899-12-31 10:47:00,Dissolved oxygen saturation,g/l,NA,Actual,NA,22.4,2014-09-29T10:47:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL20,2014-09-29,1899-12-31 09:18:00,Dissolved oxygen saturation,g/l,NA,Actual,NA,21.5,2014-09-29T09:18:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M4,2014-09-24,1899-12-31 11:50:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,18.3,2014-09-24T11:50:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M4,2014-09-16,1899-12-31 12:17:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,20,2014-09-16T12:17:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M4,2014-09-30,1899-12-31 14:20:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,18.1,2014-09-30T14:20:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M4,2014-09-29,1899-12-31 10:22:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,18.3,2014-09-29T10:22:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",LPTNT,2014-09-16,1899-12-31 11:06:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,32,2014-09-16T11:06:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",LPTNT,2014-09-24,1899-12-31 11:37:00,Dissolved oxygen saturation,NA,NA,NA,NA,NA,2014-09-24T11:37:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",LPTNT,2014-09-30,1899-12-31 13:44:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,25.7,2014-09-30T13:44:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-24,1899-12-31 10:56:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,12,2014-09-24T10:56:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL11,2014-09-29,1899-12-31 10:52:00,Dissolved oxygen saturation,g/l,NA,Actual,NA,24.1,2014-09-29T10:52:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-16,1899-12-31 12:56:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,19.7,2014-09-16T12:56:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-16,1899-12-31 12:56:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,19.7,2014-09-16T12:56:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL3,2014-09-29,1899-12-31 08:45:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,18.4,2014-09-29T08:45:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",CLV7,2014-09-30,1899-12-31 13:07:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,21,2014-09-30T13:07:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2014-09-29,1899-12-31 08:49:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,20.9,2014-09-29T08:49:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2014-09-29,1899-12-31 08:51:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,21.4,2014-09-29T08:51:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M3,2014-09-29,1899-12-31 10:14:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,18.6,2014-09-29T10:14:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2014-09-29,1899-12-31 09:01:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,21.4,2014-09-29T09:01:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2014-09-29,1899-12-31 09:03:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,21.8,2014-09-29T09:03:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M3,2011-12-16,1899-12-31 12:24:00,"Temperature, air",deg F,NA,Actual,NA,38,2011-12-16T12:24:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M3,2011-12-16,1899-12-31 12:24:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,96.2,2011-12-16T12:24:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL2,2011-12-16,1899-12-31 10:54:00,Dissolved oxygen (DO),mg/l,NA,Actual,NA,22.71,2011-12-16T10:54:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M3,2011-12-16,1899-12-31 12:26:00,Dissolved oxygen (DO),mg/l,NA,Actual,NA,11.36,2011-12-16T12:26:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL14,2011-12-16,1899-12-31 13:04:00,"Depth, Secchi disk depth",NA,NA,NA,NA,NA,2011-12-16T13:04:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M2,2011-12-16,1899-12-31 12:10:00,Dissolved oxygen saturation,% saturatn,NA,Actual,NA,94.6,2011-12-16T12:10:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL3,2011-12-16,1899-12-31 11:08:00,Total dissolved solids,g/l,NA,Actual,NA,0.1948,2011-12-16T11:08:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M4,2011-12-16,1899-12-31 12:17:00,Dissolved oxygen (DO),mg/l,NA,Actual,NA,11.52,2011-12-16T12:17:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M2,2011-12-16,1899-12-31 12:10:00,Specific conductance,mS/cm,NA,Actual,NA,0.3204,2011-12-16T12:10:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL10,2011-12-16,1899-12-31 11:46:00,Total dissolved solids,g/l,NA,Actual,NA,0.2011,2011-12-16T11:46:00Z
