origin_id,origin_name,station_id,activity_start_date,activity_start_time,characteristic_name,units,sample_fraction,value_type,statistic_type,result_value_numeric,datetime
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL15,2013-03-14,1899-12-31 12:10:00,Specific conductance,mS/cm,NA,Actual,NA,0.5019,2013-03-14T12:10:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL19,2013-06-21,1899-12-31 10:25:00,Specific conductance,mS/cm,NA,Actual,NA,0.298,2013-06-21T10:25:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2013-11-25,1899-12-31 11:49:00,Specific conductance,mS/cm,NA,Actual,NA,0.3494,2013-11-25T11:49:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-04-29,1899-12-31 09:32:00,Specific conductance,mS/cm,NA,Actual,NA,0.3667,2013-04-29T09:32:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-01-24,1899-12-31 10:06:00,Specific conductance,mS/cm,NA,Actual,NA,0.2615,2013-01-24T10:06:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL15,2013-02-22,1899-12-31 12:39:00,Specific conductance,mS/cm,NA,Actual,NA,0.511,2013-02-22T12:39:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL13,2013-01-24,1899-12-31 11:28:00,Specific conductance,mS/cm,NA,Actual,NA,0.3855,2013-01-24T11:28:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M1,2013-07-18,1899-12-31 11:42:00,Specific conductance,mS/cm,NA,Actual,NA,0.3508,2013-07-18T11:42:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M1,2013-01-24,1899-12-31 12:03:00,Specific conductance,mS/cm,NA,Actual,NA,0.2626,2013-01-24T12:03:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2013-04-29,1899-12-31 09:48:00,Specific conductance,mS/cm,NA,Actual,NA,0.3661,2013-04-29T09:48:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL20,2013-08-23,1899-12-31 10:00:00,Specific conductance,mS/cm,NA,Actual,NA,0.3402,2013-08-23T10:00:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2013-03-14,1899-12-31 09:59:00,Specific conductance,mS/cm,NA,Actual,NA,0.2827,2013-03-14T09:59:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL19,2013-10-17,1899-12-31 10:06:00,Specific conductance,mS/cm,NA,Actual,NA,0.3447,2013-10-17T10:06:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M4,2013-07-18,1899-12-31 11:31:00,Specific conductance,mS/cm,NA,Actual,NA,0.3525,2013-07-18T11:31:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-11-25,1899-12-31 11:41:00,Specific conductance,mS/cm,NA,Actual,NA,0.3489,2013-11-25T11:41:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL2,2013-11-25,1899-12-31 11:20:00,Specific conductance,mS/cm,NA,Actual,NA,0.408,2013-11-25T11:20:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2013-12-18,1899-12-31 09:46:00,Specific conductance,mS/cm,NA,Actual,NA,0.3442,2013-12-18T09:46:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-05-28,1899-12-31 10:35:00,Specific conductance,mS/cm,NA,Actual,NA,0.3771,2013-05-28T10:35:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M4,2013-04-29,1899-12-31 11:05:00,Specific conductance,mS/cm,NA,Actual,NA,0.3862,2013-04-29T11:05:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL11,2013-09-26,1899-12-31 10:19:00,Specific conductance,mS/cm,NA,Actual,NA,0.3365,2013-09-26T10:19:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M4,2013-09-26,1899-12-31 10:43:00,Specific conductance,mS/cm,NA,Actual,NA,0.361,2013-09-26T10:43:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-03-14,1899-12-31 09:45:00,Specific conductance,mS/cm,NA,Actual,NA,0.2855,2013-03-14T09:45:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL3,2013-06-21,1899-12-31 09:29:00,Specific conductance,mS/cm,NA,Actual,NA,0.3005,2013-06-21T09:29:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL19,2013-11-25,1899-12-31 12:06:00,Specific conductance,mS/cm,NA,Actual,NA,0.3498,2013-11-25T12:06:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-04-29,1899-12-31 09:36:00,Specific conductance,mS/cm,NA,Actual,NA,0.3666,2013-04-29T09:36:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL15,2013-07-18,1899-12-31 12:48:00,Specific conductance,mS/cm,NA,Actual,NA,0.5335,2013-07-18T12:48:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M2,2013-09-26,1899-12-31 10:39:00,Specific conductance,mS/cm,NA,Actual,NA,0.3612,2013-09-26T10:39:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL6,2013-12-18,1899-12-31 09:51:00,Specific conductance,mS/cm,NA,Actual,NA,0.3451,2013-12-18T09:51:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL13,2013-06-21,1899-12-31 10:55:00,Specific conductance,NA,NA,NA,NA,NA,2013-06-21T10:55:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL6,2013-02-22,1899-12-31 10:38:00,Specific conductance,mS/cm,NA,Actual,NA,0.2756,2013-02-22T10:38:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL16,2013-07-18,1899-12-31 10:51:00,Specific conductance,mS/cm,NA,Actual,NA,0.3509,2013-07-18T10:51:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M2,2013-10-17,1899-12-31 10:46:00,Specific conductance,mS/cm,NA,Actual,NA,0.3648,2013-10-17T10:46:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL2,2013-08-23,1899-12-31 09:17:00,Specific conductance,mS/cm,NA,Actual,NA,0.3575,2013-08-23T09:17:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2013-05-28,1899-12-31 10:43:00,Specific conductance,mS/cm,NA,Actual,NA,0.3765,2013-05-28T10:43:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL16,2013-02-22,1899-12-31 11:15:00,Specific conductance,mS/cm,NA,Actual,NA,0.2774,2013-02-22T11:15:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL20,2013-02-22,1899-12-31 10:44:00,Specific conductance,mS/cm,NA,Actual,NA,0.2778,2013-02-22T10:44:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL19,2013-07-18,1899-12-31 10:21:00,Specific conductance,mS/cm,NA,Actual,NA,0.309,2013-07-18T10:21:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2013-06-21,1899-12-31 09:55:00,Specific conductance,mS/cm,NA,Actual,NA,0.2955,2013-06-21T09:55:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL12,2013-07-18,1899-12-31 10:16:00,Specific conductance,mS/cm,NA,Actual,NA,0.3505,2013-07-18T10:16:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M2,2013-04-29,1899-12-31 10:54:00,Specific conductance,mS/cm,NA,Actual,NA,0.3859,2013-04-29T10:54:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL12,2013-09-26,1899-12-31 10:32:00,Specific conductance,mS/cm,NA,Actual,NA,0.364,2013-09-26T10:32:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL13,2013-03-14,1899-12-31 10:55:00,Specific conductance,mS/cm,NA,Actual,NA,0.4242,2013-03-14T10:55:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL16,2013-04-29,1899-12-31 10:30:00,Specific conductance,mS/cm,NA,Actual,NA,0.3715,2013-04-29T10:30:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL2,2013-07-18,1899-12-31 09:22:00,Specific conductance,mS/cm,NA,Actual,NA,0.3457,2013-07-18T09:22:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-02-22,1899-12-31 10:16:00,Specific conductance,mS/cm,NA,Actual,NA,0.2736,2013-02-22T10:16:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-10-17,1899-12-31 09:31:00,Specific conductance,mS/cm,NA,Actual,NA,0.3433,2013-10-17T09:31:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL14,2013-11-25,1899-12-31 12:38:00,Specific conductance,NA,NA,NA,NA,NA,2013-11-25T12:38:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL12,2013-11-25,1899-12-31 12:31:00,Specific conductance,mS/cm,NA,Actual,NA,0.3635,2013-11-25T12:31:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL11,2013-04-29,1899-12-31 10:19:00,Specific conductance,mS/cm,NA,Actual,NA,0.3754,2013-04-29T10:19:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M1,2013-05-28,1899-12-31 12:04:00,Specific conductance,mS/cm,NA,Actual,NA,0.4107,2013-05-28T12:04:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-07-18,1899-12-31 09:43:00,Specific conductance,mS/cm,NA,Actual,NA,0.3266,2013-07-18T09:43:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL20,2013-06-21,1899-12-31 10:15:00,Specific conductance,mS/cm,NA,Actual,NA,0.3163,2013-06-21T10:15:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M4,2013-05-28,1899-12-31 11:53:00,Specific conductance,mS/cm,NA,Actual,NA,0.4122,2013-05-28T11:53:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL19,2013-05-28,1899-12-31 11:03:00,Specific conductance,mS/cm,NA,Actual,NA,0.381,2013-05-28T11:03:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-03-14,1899-12-31 09:49:00,Specific conductance,mS/cm,NA,Actual,NA,0.2846,2013-03-14T09:49:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL3,2013-05-28,1899-12-31 10:27:00,Specific conductance,mS/cm,NA,Actual,NA,0.3854,2013-05-28T10:27:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2013-08-23,1899-12-31 09:43:00,Specific conductance,mS/cm,NA,Actual,NA,0.3367,2013-08-23T09:43:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL3,2013-09-26,1899-12-31 09:36:00,Specific conductance,mS/cm,NA,Actual,NA,0.3393,2013-09-26T09:36:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL16,2013-08-23,1899-12-31 10:07:00,Specific conductance,mS/cm,NA,Actual,NA,0.3456,2013-08-23T10:07:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL6,2013-05-28,1899-12-31 10:50:00,Specific conductance,mS/cm,NA,Actual,NA,0.3825,2013-05-28T10:50:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2013-09-26,1899-12-31 09:53:00,Specific conductance,mS/cm,NA,Actual,NA,0.3374,2013-09-26T09:53:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL14,2013-05-28,1899-12-31 12:20:00,Specific conductance,mS/cm,NA,Actual,NA,0.8622,2013-05-28T12:20:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL12,2013-08-23,1899-12-31 11:30:00,Specific conductance,mS/cm,NA,Actual,NA,0.3549,2013-08-23T11:30:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-12-18,1899-12-31 09:38:00,Specific conductance,mS/cm,NA,Actual,NA,0.3434,2013-12-18T09:38:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-06-21,1899-12-31 09:41:00,Specific conductance,mS/cm,NA,Actual,NA,0.291,2013-06-21T09:41:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-05-28,1899-12-31 10:37:00,Specific conductance,mS/cm,NA,Actual,NA,0.296,2013-05-28T10:37:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL19,2013-02-22,1899-12-31 10:54:00,Specific conductance,mS/cm,NA,Actual,NA,0.2775,2013-02-22T10:54:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL11,2013-07-18,1899-12-31 10:33:00,Specific conductance,mS/cm,NA,Actual,NA,0.3197,2013-07-18T10:33:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M3,2013-11-25,1899-12-31 12:51:00,Specific conductance,mS/cm,NA,Actual,NA,0.3606,2013-11-25T12:51:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M3,2013-08-23,1899-12-31 11:20:00,Specific conductance,mS/cm,NA,Actual,NA,0.3534,2013-08-23T11:20:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL14,2013-01-24,1899-12-31 12:41:00,Specific conductance,mS/cm,NA,Actual,NA,0.669,2013-01-24T12:41:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL15,2013-06-21,1899-12-31 12:10:00,Specific conductance,mS/cm,NA,Actual,NA,0.597,2013-06-21T12:10:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M4,2013-11-25,1899-12-31 12:44:00,Specific conductance,mS/cm,NA,Actual,NA,0.3624,2013-11-25T12:44:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2013-06-21,1899-12-31 09:57:00,Specific conductance,mS/cm,NA,Actual,NA,0.2965,2013-06-21T09:57:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2013-10-17,1899-12-31 09:43:00,Specific conductance,mS/cm,NA,Actual,NA,0.343,2013-10-17T09:43:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M1,2013-12-18,1899-12-31 10:57:00,Specific conductance,mS/cm,NA,Actual,NA,0.3681,2013-12-18T10:57:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL15,2013-10-17,1899-12-31 10:15:00,Specific conductance,NA,NA,NA,NA,NA,2013-10-17T10:15:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M3,2013-05-28,1899-12-31 11:58:00,Specific conductance,mS/cm,NA,Actual,NA,0.4102,2013-05-28T11:58:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M1,2013-06-21,1899-12-31 11:34:00,Specific conductance,mS/cm,NA,Actual,NA,0.3378,2013-06-21T11:34:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2013-01-24,1899-12-31 10:22:00,Specific conductance,mS/cm,NA,Actual,NA,0.262,2013-01-24T10:22:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL16,2013-09-26,1899-12-31 10:26:00,Specific conductance,mS/cm,NA,Actual,NA,0.3386,2013-09-26T10:26:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-08-23,1899-12-31 09:43:00,Specific conductance,mS/cm,NA,Actual,NA,0.3378,2013-08-23T09:43:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL13,2013-05-28,1899-12-31 11:30:00,Specific conductance,mS/cm,NA,Actual,NA,0.7905,2013-05-28T11:30:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL3,2013-04-29,1899-12-31 09:07:00,Specific conductance,mS/cm,NA,Actual,NA,0.3709,2013-04-29T09:07:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL15,2013-05-28,1899-12-31 12:36:00,Specific conductance,mS/cm,NA,Actual,NA,0.8092,2013-05-28T12:36:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL19,2013-04-29,1899-12-31 11:01:00,Specific conductance,mS/cm,NA,Actual,NA,0.372,2013-04-29T11:01:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL14,2013-12-18,1899-12-31 10:30:00,Specific conductance,NA,NA,NA,NA,NA,2013-12-18T10:30:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL11,2013-08-23,1899-12-31 10:01:00,Specific conductance,mS/cm,NA,Actual,NA,0.3447,2013-08-23T10:01:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL13,2013-08-23,1899-12-31 10:18:00,Specific conductance,mS/cm,NA,Actual,NA,0.5444,2013-08-23T10:18:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL11,2013-06-21,1899-12-31 10:31:00,Specific conductance,mS/cm,NA,Actual,NA,0.308,2013-06-21T10:31:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-10-17,1899-12-31 09:29:00,Specific conductance,mS/cm,NA,Actual,NA,0.3435,2013-10-17T09:29:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-05-28,1899-12-31 10:33:00,Specific conductance,mS/cm,NA,Actual,NA,0.3772,2013-05-28T10:33:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-07-18,1899-12-31 09:41:00,Specific conductance,mS/cm,NA,Actual,NA,0.3177,2013-07-18T09:41:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL6,2013-06-21,1899-12-31 10:07:00,Specific conductance,mS/cm,NA,Actual,NA,0.2921,2013-06-21T10:07:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-06-21,1899-12-31 09:43:00,Specific conductance,mS/cm,NA,Actual,NA,0.2927,2013-06-21T09:43:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL13,2013-07-18,1899-12-31 11:02:00,Specific conductance,mS/cm,NA,Actual,NA,0.4742,2013-07-18T11:02:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-08-23,1899-12-31 09:41:00,Specific conductance,mS/cm,NA,Actual,NA,0.3376,2013-08-23T09:41:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M1,2013-04-29,1899-12-31 11:30:00,Specific conductance,mS/cm,NA,Actual,NA,0.3862,2013-04-29T11:30:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL6,2013-04-29,1899-12-31 09:55:00,Specific conductance,mS/cm,NA,Actual,NA,0.3699,2013-04-29T09:55:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2013-10-17,1899-12-31 09:41:00,Specific conductance,mS/cm,NA,Actual,NA,0.3432,2013-10-17T09:41:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL3,2013-07-18,1899-12-31 09:32:00,Specific conductance,mS/cm,NA,Actual,NA,0.3284,2013-07-18T09:32:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL20,2013-04-29,1899-12-31 10:02:00,Specific conductance,mS/cm,NA,Actual,NA,0.3738,2013-04-29T10:02:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-09-26,1899-12-31 09:44:00,Specific conductance,mS/cm,NA,Actual,NA,0.3371,2013-09-26T09:44:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL2,2013-02-22,1899-12-31 09:54:00,Specific conductance,mS/cm,NA,Actual,NA,0.3089,2013-02-22T09:54:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL13,2013-12-18,1899-12-31 10:19:00,Specific conductance,NA,NA,NA,NA,NA,2013-12-18T10:19:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL14,2013-03-14,1899-12-31 11:56:00,Specific conductance,mS/cm,NA,Actual,NA,0.5735,2013-03-14T11:56:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2013-03-14,1899-12-31 09:55:00,Specific conductance,mS/cm,NA,Actual,NA,0.2832,2013-03-14T09:55:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL3,2013-02-22,1899-12-31 10:04:00,Specific conductance,mS/cm,NA,Actual,NA,0.2762,2013-02-22T10:04:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL6,2013-01-24,1899-12-31 10:31:00,Specific conductance,mS/cm,NA,Actual,NA,0.2545,2013-01-24T10:31:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL19,2013-08-23,1899-12-31 09:56:00,Specific conductance,mS/cm,NA,Actual,NA,0.3428,2013-08-23T09:56:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2013-07-18,1899-12-31 09:52:00,Specific conductance,mS/cm,NA,Actual,NA,0.3307,2013-07-18T09:52:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL12,2013-03-14,1899-12-31 11:07:00,Specific conductance,mS/cm,NA,Actual,NA,0.31,2013-03-14T11:07:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL15,2013-11-25,1899-12-31 12:43:00,Specific conductance,NA,NA,NA,NA,NA,2013-11-25T12:43:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL16,2013-10-17,1899-12-31 10:28:00,Specific conductance,mS/cm,NA,Actual,NA,0.3443,2013-10-17T10:28:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL11,2013-02-22,1899-12-31 11:01:00,Specific conductance,mS/cm,NA,Actual,NA,0.2773,2013-02-22T11:01:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL12,2013-01-24,1899-12-31 11:36:00,Specific conductance,mS/cm,NA,Actual,NA,0.2691,2013-01-24T11:36:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL12,2013-05-28,1899-12-31 11:43:00,Specific conductance,mS/cm,NA,Actual,NA,0.4107,2013-05-28T11:43:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL11,2013-10-17,1899-12-31 10:13:00,Specific conductance,mS/cm,NA,Actual,NA,0.3445,2013-10-17T10:13:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M2,2013-11-25,1899-12-31 12:39:00,Specific conductance,mS/cm,NA,Actual,NA,0.3629,2013-11-25T12:39:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M2,2013-08-23,1899-12-31 11:35:00,Specific conductance,mS/cm,NA,Actual,NA,0.3553,2013-08-23T11:35:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL15,2013-04-29,1899-12-31 12:48:00,Specific conductance,mS/cm,NA,Actual,NA,0.7911,2013-04-29T12:48:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL5,2013-04-29,1899-12-31 09:34:00,Specific conductance,mS/cm,NA,Actual,NA,0.367,2013-04-29T09:34:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL16,2013-03-14,1899-12-31 10:44:00,Specific conductance,mS/cm,NA,Actual,NA,0.3059,2013-03-14T10:44:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2013-04-29,1899-12-31 09:44:00,Specific conductance,mS/cm,NA,Actual,NA,0.3661,2013-04-29T09:44:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL2,2013-12-18,1899-12-31 09:20:00,Specific conductance,mS/cm,NA,Actual,NA,0.4143,2013-12-18T09:20:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL15,2013-01-24,1899-12-31 12:48:00,Specific conductance,mS/cm,NA,Actual,NA,0.4742,2013-01-24T12:48:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M1,2013-10-17,1899-12-31 11:03:00,Specific conductance,mS/cm,NA,Actual,NA,0.3652,2013-10-17T11:03:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",M1,2013-02-22,1899-12-31 12:08:00,Specific conductance,mS/cm,NA,Actual,NA,0.2977,2013-02-22T12:08:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL2,2013-05-28,1899-12-31 10:18:00,Specific conductance,mS/cm,NA,Actual,NA,0.4365,2013-05-28T10:18:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL14,2013-06-21,1899-12-31 11:56:00,Specific conductance,mS/cm,NA,Actual,NA,0.6424,2013-06-21T11:56:00Z
CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",BVCL17,2013-02-22,1899-12-31 10:24:00,Specific conductance,mS/cm,NA,Actual,NA,0.2746,2013-02-22T10:24:00Z
